coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,tidInterpreted,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
70210,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:bc06f1b1-6039-481a-88fb-1a341a27592f,"2021-11-02 14:19:26"
70185,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:5107e3be-3cc5-4f5e-8321-ef400833348e,"2021-11-02 14:19:26"
70184,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:4f65c453-1105-47fc-8a84-4db6946178b2,"2021-11-02 14:19:26"
70355,"J. Pawalek",2019,,"Halictus ligatus",,0,"Say, 1837",,,,,,,urn:uuid:31cb6873-299b-4d88-be97-31169bb80281,"2021-11-02 14:19:26"
70355,"Katja Seltmann",2019,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:616c7642-c5ad-43e8-ae56-0e10916ee353,"2021-11-02 14:19:26"
70187,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:0d7596ec-6705-42f6-bf8e-caeab3889187,"2021-11-02 14:19:26"
70187,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:89ad396b-1330-444d-9ab0-c3f5f0e225ce,"2021-11-02 14:19:26"
70188,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:00f3aace-fb9d-4c7f-90d4-443e32494192,"2021-11-02 14:19:26"
70188,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:51f8241d-8e41-431e-bc0f-c8d162f02327,"2021-11-02 14:19:26"
70357,"J. Pawalek",2019,,"Halictus ligatus",,0,"Say, 1837",,,,,,,urn:uuid:9f423852-1b06-49b2-ac12-18ef4cff5abb,"2021-11-02 14:19:26"
70357,"Katja Seltmann",2019,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:960d3319-1765-4936-bf1d-80c369517c02,"2021-11-02 14:19:26"
70194,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:3b12f675-7e41-49b4-9352-28baa3451e72,"2021-11-02 14:19:26"
70194,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:0498cc2a-925a-4537-912f-6a203792a99d,"2021-11-02 14:19:26"
70190,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:60720905-eeab-4d00-a28e-8f8397ca9e58,"2021-11-02 14:19:26"
70190,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:d5ba6f2d-8efd-401c-946e-65dc58c8106f,"2021-11-02 14:19:26"
70192,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:fb9ed26c-8633-45e2-a5eb-6113974e26d0,"2021-11-02 14:19:26"
70192,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:b8274cee-5fa7-4c00-bb09-7303c7adb59b,"2021-11-02 14:19:26"
70343,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:167b0408-6a5e-4003-a9d3-53e567a5e854,"2021-11-02 14:19:26"
70343,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:3d83507e-a83a-47e0-afcd-0dd3cc1fb0cf,"2021-11-02 14:19:26"
70191,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:ea5e2862-5fd9-4792-b76a-a1b51333b345,"2021-11-02 14:19:26"
70191,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:50552b69-b83a-45f1-bd45-5ccdd04cb31e,"2021-11-02 14:19:26"
70344,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:c7ccaf6a-527b-49fb-aafe-dfd3f86712d5,"2021-11-02 14:19:26"
70344,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:47e02335-c288-4ad5-a630-78f71567bc40,"2021-11-02 14:19:26"
70230,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:5e6f15c5-9788-455d-932e-523f702be0e2,"2021-11-02 14:19:26"
70230,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:530bfb4f-da51-434d-9b2c-a7d3342762ee,"2021-11-02 14:19:26"
70204,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:1addecf7-5cd6-4aa6-b2e5-8a6808b148d3,"2021-11-02 14:19:26"
70204,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:ee11fba0-fac4-4f33-930c-082e5b651498,"2021-11-02 14:19:26"
70205,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:585dbdcf-ff75-4319-9b17-228d3e8611a6,"2021-11-02 14:19:26"
70205,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:1903d33d-1d14-4ec7-8819-35db754914fb,"2021-11-02 14:19:26"
70342,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:459f9665-b484-498b-a749-5bf6913bd1a1,"2021-11-02 14:19:26"
70342,"Taylor Curtis",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:5e2e81d9-9d58-4ce3-9f80-f9a0b3f3451b,"2021-11-02 14:19:26"
70310,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:516c40ab-0317-43f2-a650-36fa0d1cd000,"2021-11-02 14:19:26"
70310,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:6b6e594e-6b64-4af1-8c9d-199d2450783c,"2021-11-02 14:19:26"
70308,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:63efd1dc-919c-4986-aad1-5ee56ea81b4f,"2021-11-02 14:19:26"
70308,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:a25dfe40-33f3-4347-ac62-f997ae534110,"2021-11-02 14:19:26"
70182,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:42cdd9e7-569f-4767-9ac5-c7f5438554a2,"2021-11-02 14:19:26"
70182,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:b1c6474b-1baa-4c8c-8fa8-c903a762e46a,"2021-11-02 14:19:26"
70212,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:c064a7dc-9d06-451f-a576-0c9dfb78fa61,"2021-11-02 14:19:26"
70212,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:2c17a242-2540-4bae-8983-ad14855e56eb,"2021-11-02 14:19:26"
70348,"J. Pawelek",2019,,"Eucera actuosa",,0,"(Cresson, 1878)",,,,,,,urn:uuid:07e8a6d8-7cf3-4339-9f21-ad5c1910af78,"2021-11-02 14:19:26"
70348,"Charlie Thrift",2019,,Melissodes,,0,"Latreille, 1829",,,,,,,urn:uuid:6008039c-e17a-4388-967b-391455182241,"2021-11-02 14:19:26"
71134,"Charlie Thrift",2019,,Melecta,,0,"Latreille, 1802",,,,,,,urn:uuid:c3bb685d-9eff-4a29-8c61-396d4228a0be,"2021-11-02 14:19:26"
70350,"J. Pawelek",2019,,"Eucera actuosa",,0,"(Cresson, 1878)",,,,,,,urn:uuid:072f5b61-2c88-4388-b204-d0cf6b971d74,"2021-11-02 14:19:26"
70350,"Charlie Thrift",2019,,Melissodes,,0,"Latreille, 1829",,,,,,,urn:uuid:15b2083e-410b-4968-9962-ee1b14b9ecd5,"2021-11-02 14:19:26"
71135,"Charlie Thrift",2019,,Ceratina,,0,"Latreille, 1802",,,,,,,urn:uuid:3734219b-99e2-4049-8175-e94c5ae6a8d6,"2021-11-02 14:19:26"
70346,"J. Pawelek",2019,,"Eucera actuosa",,0,"(Cresson, 1878)",,,,,,,urn:uuid:50f0228c-9622-4e4f-8bb8-e9176317a5a8,"2021-11-02 14:19:26"
70346,"Charlie Thrift",2019,,Melissodes,,0,"Latreille, 1829",,,,,,,urn:uuid:4f8d6400-474c-424e-bb6c-ae8010b85a92,"2021-11-02 14:19:26"
70354,"J. Pawalek",2019,,"Halictus rubicundus",,0,"(Christ, 1791)",,,,,,,urn:uuid:acbf4a2e-0f7b-452c-b9a7-3a9aa74931ed,"2021-11-02 14:19:26"
70354,"Charlie Thrift",2019,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:9a774d91-5490-43ea-b031-4be4a7c2c910,"2021-11-02 14:19:26"
71139,"Charlie Thrift",2019,,Bombus,,0,"Latreille, 1802",,,,,,,urn:uuid:5c8fcf59-044c-4786-93fe-ad5256eadbf5,"2021-11-02 14:19:26"
70248,"J. Pawalek",2019,,Lasioglossum,,0,(Dialictus)I,,,,,,,urn:uuid:6a9b1137-3a76-41ff-bca2-cf289a74922a,"2021-11-02 14:19:26"
70248,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:97269c6a-9249-4737-9761-3da4f3ae7515,"2021-11-02 14:19:26"
70233,"J. Pawalek",2019,,Lasioglossum,,0,(Dialictus)I,,,,,,,urn:uuid:99f0253f-9f80-4ccf-8d88-410f202fc6da,"2021-11-02 14:19:26"
70233,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:fb5e6cdb-9124-4210-801c-870fbe5de00d,"2021-11-02 14:19:26"
70286,"J. Pawalek",2019,,Lasioglossum,,0,(Dialictus)I-A,,,,,,,urn:uuid:4a213adf-335c-4fd8-9c6e-31fe8889fd1e,"2021-11-02 14:19:26"
70286,"Taylor Curtis",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:5c591126-e4a1-4110-9963-61c0ff14012f,"2021-11-02 14:19:26"
70250,"J. Pawalek",2019,,Lasioglossum,,0,V-4,,,,,,,urn:uuid:1e299609-a46b-4d37-8569-01ab8cd477ea,"2021-11-02 14:19:26"
70250,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:1835e6a6-de40-4aba-8cb1-be6cf04727b6,"2021-11-02 14:19:26"
70347,"J. Pawelek",2019,,"Eucera actuosa",,0,"(Cresson, 1878)",,,,,,,urn:uuid:f4f92d8a-14ed-4301-b5dc-a15ff27c9887,"2021-11-02 14:19:26"
70347,"Charlie Thrift",2019,,Melissodes,,0,"Latreille, 1829",,,,,,,urn:uuid:6d3709db-1cc8-41cf-876e-0fe5f4ef2000,"2021-11-02 14:19:26"
70345,"J. Pawelek",2019,,"Eucera actuosa",,0,"(Cresson, 1878)",,,,,,,urn:uuid:da6c4a24-2d4f-484a-beb1-07def1fafa06,"2021-11-02 14:19:26"
70345,"Charlie Thrift",2019,,Melissodes,,0,"Latreille, 1829",,,,,,,urn:uuid:26d1415e-aa5c-4ae5-b2bf-a63a121f8543,"2021-11-02 14:19:26"
70349,"J. Pawelek",2019,,"Eucera actuosa",,0,"(Cresson, 1878)",,,,,,,urn:uuid:c623dad9-b071-412d-b182-0514db77d7d2,"2021-11-02 14:19:26"
70349,"Charlie Thrift",2019,,Melissodes,,0,"Latreille, 1829",,,,,,,urn:uuid:6300bf64-1096-4a73-bca0-30c7edc18cdf,"2021-11-02 14:19:26"
70298,"J. Pawalek",2019,,Lasioglossum,,0,SB-2,,,,,,,urn:uuid:bc6a6c9c-eecb-45b4-9662-a9c58ae78397,"2021-11-02 14:19:26"
70298,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:cb3a0a99-e118-4b49-9ab0-ed19fb627abf,"2021-11-02 14:19:26"
70236,"J. Pawalek",2019,,Lasioglossum,,0,SB-2,,,,,,,urn:uuid:9c78aa7d-45e2-4393-a6cc-d66c016ea072,"2021-11-02 14:19:26"
70236,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:eb231683-d6e8-433a-853c-456ea6891e68,"2021-11-02 14:19:26"
70239,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:6c094ee6-0a70-498d-9367-850d45d9543f,"2021-11-02 14:19:26"
70239,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:a6b6a2c2-dffd-4ce2-867d-4db6bd0c7614,"2021-11-02 14:19:26"
70245,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:7817e0e2-f107-48c1-8823-787d528ad9ff,"2021-11-02 14:19:26"
70245,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:860d621a-c0e6-4b18-ba71-16cbd789a8d0,"2021-11-02 14:19:26"
70241,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:d2eff154-e026-440c-ab49-a193501dc3bc,"2021-11-02 14:19:26"
70241,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:a6f32de3-c18d-40a6-83bd-78ffe85bc25b,"2021-11-02 14:19:26"
70284,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:53105d65-2feb-45e1-ae5a-2cae12845b99,"2021-11-02 14:19:26"
70284,"Taylor Curtis",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:de0feb90-ca20-44f6-8db0-1de43ceefd34,"2021-11-02 14:19:26"
70277,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:1fb14ec8-7923-458b-8ebe-2469e2c0de64,"2021-11-02 14:19:26"
70277,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:d3dbaf64-0f6d-4008-b0da-0715f6eb3cf9,"2021-11-02 14:19:26"
70291,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:1f10446a-25e3-4bde-97aa-73bdf8722116,"2021-11-02 14:19:26"
70291,"Charlie Thrift",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:08012bc5-c7f7-4f67-90ee-e42a41818846,"2021-11-02 14:19:26"
70290,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:70730b96-b0d8-4da1-9876-ea8a0c31e174,"2021-11-02 14:19:26"
70290,"Charlie Thrift",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:25670479-512a-4474-9807-cbba28bb9342,"2021-11-02 14:19:26"
71191,"K. Seltmann",2019,,Apis,,0,"Linnaeus, 1758",,,,,,,urn:uuid:033f3aaa-0ca0-4455-b434-7c955881d67f,"2021-11-02 14:19:26"
70294,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:7ac2c2d1-f8c1-47ba-b8e1-233138c64769,"2021-11-02 14:19:26"
70294,"Charlie Thrift",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:9d032287-f060-4b90-ac83-4e49d35e86f0,"2021-11-02 14:19:26"
70288,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:0cd52c45-fe22-4ee1-a9bd-9bb5387dd0c4,"2021-11-02 14:19:26"
70288,"Taylor Curtis",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:fda2e32f-f157-4397-887b-0fe64f4953f4,"2021-11-02 14:19:26"
70285,"J. Pawalek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:9c1f3e26-891f-48a0-8ab0-e2613fac3145,"2021-11-02 14:19:26"
70285,"Taylor Curtis",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:ae11a287-4b3f-4246-9138-d59c3ff24422,"2021-11-02 14:19:26"
70266,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:f21380c4-823a-4185-80d5-398246ce3737,"2021-11-02 14:19:26"
70266,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:06a47d91-5f9f-4b46-9c9f-86946ea45284,"2021-11-02 14:19:26"
70274,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:8634a902-74fb-46d2-b899-9c2339e4b9b9,"2021-11-02 14:19:26"
70274,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:c2bc8f89-679d-457e-bad9-72a7854a13ec,"2021-11-02 14:19:26"
70256,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:086214dd-3c79-4d4b-b22f-880d821ca7fe,"2021-11-02 14:19:26"
70256,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:a11b6a4c-d883-40d5-8b75-60dfbdb18a3a,"2021-11-02 14:19:26"
70258,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:12796ec5-e353-4218-b394-086ae510b032,"2021-11-02 14:19:26"
70258,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:647e80b9-d598-423b-8af8-0a0a0094ca4f,"2021-11-02 14:19:26"
70251,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:6eba03c4-80fb-4747-99cc-d9b988ba072d,"2021-11-02 14:19:26"
70251,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:26261038-59e1-4fe0-bd3d-4e36b10ac500,"2021-11-02 14:19:26"
70270,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:4a4754ce-5cb5-4620-8f4b-6eeb61b27b79,"2021-11-02 14:19:26"
70270,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:c3b0f16e-75cf-4b08-ad24-cfc21863daf4,"2021-11-02 14:19:26"
70265,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:c7f49c8b-c2df-4809-b8e4-e0003049a7f6,"2021-11-02 14:19:26"
70265,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:b6458197-6f1c-4b16-bc70-ee7e0d997562,"2021-11-02 14:19:26"
70276,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:40b15b9f-fdaf-4d13-9d19-06c197170786,"2021-11-02 14:19:26"
70276,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:69194d20-d46a-4c51-8c67-520d8466e6c4,"2021-11-02 14:19:26"
70353,"J. Pawelek",2019,,"Eucera actuosa",,0,"(Cresson, 1878)",,,,,,,urn:uuid:95ef928a-ff07-4d33-a130-afdc26164e4d,"2021-11-02 14:19:26"
70353,"Charlie Thrift",2019,,Melissodes,,0,"Latreille, 1829",,,,,,,urn:uuid:26b55857-1135-404b-a395-4b5c4b6bcf64,"2021-11-02 14:19:26"
71257,"Charlie Thrift",2019,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:1217a61f-a683-449a-9465-5c78ecb6e2da,"2021-11-02 14:19:26"
69608,"J. Pawelek",2019,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,,,urn:uuid:165e8725-fc58-4d92-ba7b-1f2f3a7fe105,"2021-11-02 14:19:26"
69608,"Taylor Curtis",2019,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:43165fc2-533d-4abf-9fb1-1f9736682ded,"2021-11-02 14:19:26"
69610,"J. Pawelek",2019,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,,,urn:uuid:5c11b90b-b0d4-4884-9ad0-ff6353ae47e0,"2021-11-02 14:19:26"
69610,"Charlie Thrift",2019,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:3ea519ef-834f-4cb3-84db-39211a7a0302,"2021-11-02 14:19:26"
69619,"J. Pawelek",2019,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,,,urn:uuid:36f8e73a-d3f4-439d-8ca7-c714a9d23d95,"2021-11-02 14:19:26"
69619,"Taylor Curtis",2019,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:56851e16-75d6-4a76-b504-3f63ae2687c4,"2021-11-02 14:19:26"
70351,"Charlie Thrift",2019,,Melissodes,,0,"Latreille, 1829",,,,,,Female,urn:uuid:ad643611-4dc9-462b-b84a-d3412c0dcd17,"2021-11-02 14:19:26"
70281,"Charlie Thrift",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:3c58d40a-1264-4ea3-8004-3661585a6324,"2021-11-02 14:19:26"
70278,"J. Pawalek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:858b473f-5301-4298-9c2f-5026df62ba5e,"2021-11-02 14:19:26"
70278,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:3d72bf71-047c-442c-a2cf-6cf30bab0dc2,"2021-11-02 14:19:26"
70292,"J. Pawalek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:29b4b823-6210-4d1a-9ade-32e9e962be66,"2021-11-02 14:19:26"
70292,"Charlie Thrift",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:8adfa4c4-dbf2-455a-8888-07d791e2c9db,"2021-11-02 14:19:26"
70306,"J. Pawalek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:facf5dbb-0a46-4b80-804e-b406b148a655,"2021-11-02 14:19:26"
70306,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:2ea36191-0665-4ccb-beda-6e46da3ce46f,"2021-11-02 14:19:26"
70311,"J. Pawalek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:8fe6f152-91a4-476a-8d80-b781d8f08502,"2021-11-02 14:19:26"
70311,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:32fd180d-d286-460d-ba42-f2151d12e957,"2021-11-02 14:19:26"
70307,"J. Pawalek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:df14d94b-8a51-4d31-b0a6-a22ef6d02743,"2021-11-02 14:19:26"
70307,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:92551ecf-e600-4d3b-b510-d961a3dc2eff,"2021-11-02 14:19:26"
70213,"J. Pawalek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:76421db6-aaed-40d7-a6a2-b11b3bab9197,"2021-11-02 14:19:26"
70213,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:b1e3cb57-e1fe-473d-9e24-bd18298271c6,"2021-11-02 14:19:26"
70193,"J. Pawalek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:ecf6d257-cab1-4f3c-be01-af4fd1587421,"2021-11-02 14:19:26"
70193,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:7300e5db-dad2-4d51-8d41-cb2abb8c9a94,"2021-11-02 14:19:26"
70218,"J. Pawalek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:511bf2c4-f316-44e8-8686-6684cf25e92d,"2021-11-02 14:19:26"
70218,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:602e5faa-effa-4e05-905d-112b6cdd9e6f,"2021-11-02 14:19:26"
70225,"J. Pawalek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:3d816158-dc3a-4ae3-bdcf-e0ac7093eae8,"2021-11-02 14:19:26"
70225,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:527b4274-229a-4fb1-95ac-927812b21493,"2021-11-02 14:19:26"
70309,"J. Pawalek",2019,,Lasioglossum,,0,(Dialictus)I,,,,,,,urn:uuid:c646f31f-16d7-43b0-8297-de6872409e7c,"2021-11-02 14:19:26"
70309,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:d4b73c11-ad5f-45f4-a565-0f9ea95a0293,"2021-11-02 14:19:26"
70229,"J. Pawalek",2019,,Lasioglossum,,0,(Dialictus)I,,,,,,,urn:uuid:09ac3cc2-5f3a-43a0-b32c-c7b9f5470bd7,"2021-11-02 14:19:26"
70229,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:973a075d-0b14-4243-9e96-fb24bb05a6e5,"2021-11-02 14:19:26"
69633,"J. Pawalek",2019,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,,,urn:uuid:9ef855df-97ad-445a-ab88-f7c4a429a171,"2021-11-02 14:19:26"
69633,"Taylor Curtis",2019,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:75b8e1f6-75ef-49ab-9c9a-21ee1c898ff2,"2021-11-02 14:19:26"
70365,"J. Pawalek",2019,,Lasioglossum,,0,SB-2,,,,,,,urn:uuid:e9015cd3-12c4-4f65-bddb-afa59065216f,"2021-11-02 14:19:26"
70365,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:a0dc6c1e-45ea-4e02-b5f4-a71bdaedd2a5,"2021-11-02 14:19:26"
70237,"J. Pawalek",2019,,Lasioglossum,,0,V-4,,,,,,,urn:uuid:68f3a7f6-9bae-4491-85ca-955a9350950d,"2021-11-02 14:19:26"
70237,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:92a5f9e2-35b6-4a99-a26d-576c76551e26,"2021-11-02 14:19:26"
69668,"J. Pawalek",2019,,Lasioglossum,,0,(Evylaeus)E,,,,,,,urn:uuid:5a216906-236f-4ef4-a1b7-3c519528ca91,"2021-11-02 14:19:26"
69668,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:053508d8-1099-49d5-93ab-23cc664f0df6,"2021-11-02 14:19:26"
70224,"J. Pawelek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:b23ee7f6-ec54-4304-b421-8c822832369c,"2021-11-02 14:19:26"
70224,"Charlie Thrift",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:ade928a4-fe2d-44d7-822f-827efc93d3da,"2021-11-02 14:19:26"
70242,"J. Pawelek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:f67b06c0-e9c5-4657-9da7-2752114370f3,"2021-11-02 14:19:26"
70242,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:a6126f72-3528-40a0-9b68-3a1bf096d400,"2021-11-02 14:19:26"
70352,"J. Pawelek",2019,,"Eucera actuosa",,0,"(Cresson, 1878)",,,,,,,urn:uuid:7e9787a2-1dbf-400e-bc76-2909d53df0d8,"2021-11-02 14:19:26"
