coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,tidInterpreted,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
73542,"Katja Seltmann",2020-03-13,,Lasioglossum,,0,"Curtis, 1833",,,,,,,urn:uuid:06a6d50b-3c84-4e21-b312-ff952e69e795,"2022-04-22 14:53:19"
73542,"Douglas Yanega",2022,,Sphecodogastra,,0,,,,,,,,urn:uuid:e158f554-f613-4cf2-a835-7ad2ebc1507f,"2022-04-22 14:53:19"
73546,"Katja Seltmann",2020-03-13,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:d4684627-d333-4f6c-8395-54c53aaa983e,"2022-04-22 14:53:19"
73546,"Douglas Yanega",2022,,"Andrena prunorum",,0,"Cockerell, 1896",,,,,,,urn:uuid:699b9a99-0658-4483-a930-b2c8fe9ccb54,"2022-04-22 14:53:19"
73548,"Katja Seltmann",2020-03-13,,Lasioglossum,,0,"Curtis, 1833",,,,,,,urn:uuid:a733bc3f-f79e-46f6-92b8-c86cbe321401,"2022-04-22 14:53:19"
73548,"Douglas Yanega",2022,,Sphecodogastra,,0,,,,,,,,urn:uuid:b46281bd-d5c8-4fe3-aa18-ff5a48f52ca3,"2022-04-22 14:53:19"
73549,"Katja Seltmann",2020-03-13,,Lasioglossum,,0,"Curtis, 1833",,,,,,,urn:uuid:71b8edec-d71f-45fc-8ead-07bf1fe16918,"2022-04-22 14:53:19"
73549,"Douglas Yanega",2022,,Sphecodogastra,,0,,,,,,,,urn:uuid:83a444e5-118d-4ff2-8604-58157c2e512c,"2022-04-22 14:53:19"
73555,"Katja Seltmann",2020-03-13,,Halictidae,,0,,,,,,,,urn:uuid:55c8645c-fffd-4015-a76c-f1a6efdeb8e6,"2022-04-22 14:53:19"
73555,"Douglas Yanega",2022,,Sphecodogastra,,0,,,,,,,,urn:uuid:1e68b2f7-c3f9-486c-ae5e-d4db410f02f3,"2022-04-22 14:53:19"
73560,"Jamie Pawelek",2022,,Lasioglossum,,0,(Evylaeus),,,,,,,urn:uuid:6f9de08f-7cd3-4e38-88be-034fa8d00160,"2022-04-22 14:53:19"
73562,"Katja Seltmann",2020-03-13,,Lasioglossum,,0,"Curtis, 1833",,,,,,,urn:uuid:0f512cda-7a22-435e-b6a2-3d3c06f40485,"2022-04-22 14:53:19"
73562,"Douglas Yanega",2022,,Sphecodogastra,,0,,,,,,,,urn:uuid:74b28d72-3c2a-4cc1-9490-8cb4970f940e,"2022-04-22 14:53:19"
73572,"Katja Seltmann",2020-03-13,,Lasioglossum,,0,"Curtis, 1833",,,,,,,urn:uuid:e493fd70-96a0-48f3-b493-ccf1d3fb0a4f,"2022-04-22 14:53:19"
73572,"Douglas Yanega",2022,,"Lasioglossum channelense",,0,"McGinley, 1986",,,,,,,urn:uuid:4b976a27-a1e4-4590-980f-530fa86088f7,"2022-04-22 14:53:19"
73589,"Katja Seltmann",2020-03-17,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:e51525ae-b3e8-438d-a698-f6e6570e78a0,"2022-04-22 14:53:19"
73589,"Jamie Pawelek",2022,,"Halictus ligatus",,0,"Say, 1837",,,,,,,urn:uuid:17843dad-7285-4d47-91e4-7d37497d2e62,"2022-04-22 14:53:19"
73590,"Katja Seltmann",2020-03-17,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:ffe7cbd9-b63b-4e98-a1cf-e2b47ce9d3ad,"2022-04-22 14:53:19"
73590,"Jamie Pawelek",2022,,"Halictus ligatus",,0,"Say, 1837",,,,,,,urn:uuid:9a262470-53ac-49cd-aba2-6bd259510247,"2022-04-22 14:53:19"
73591,"Katja Seltmann",2020-03-17,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:c4474561-7469-49c7-92a2-2525011464c1,"2022-04-22 14:53:19"
73591,"Jamie Pawelek",2022,,"Halictus ligatus",,0,"Say, 1837",,,,,,,urn:uuid:a55b02bd-7dbe-4a42-967d-276572660558,"2022-04-22 14:53:19"
73592,"Katja Seltmann",2020-03-17,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:c327cc6e-669c-4453-bb5e-f6285901f1d2,"2022-04-22 14:53:19"
73592,"Jamie Pawelek",2022,,"Halictus ligatus",,0,"Say, 1837",,,,,,,urn:uuid:d2aed4c9-223a-452e-9ebd-7706222e3cf9,"2022-04-22 14:53:19"
73609,"Katja Seltmann",2020-03-17,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:62776efd-17ed-4b8a-8066-9dd74c6c04db,"2022-04-22 14:53:19"
73609,"Jamie Pawelek",2022,,"Halictus ligatus",,0,"Say, 1837",,,,,,,urn:uuid:c7752865-2193-45dd-8fd1-06b99f793efd,"2022-04-22 14:53:19"
73634,"Katja Seltmann",2020-10-13,,Andrena,,0,"Fabricius, 1775",,,,,,,urn:uuid:5b6e9a99-c43c-4f6b-9f32-4b94ce37aad8,"2022-04-22 14:53:19"
73634,"Douglas Yanega",2022,,"Colletes slevini",,0,"Cockerell, 1925",,,,,,,urn:uuid:1cd87198-a137-4ebd-b02f-79ebf9a69ec0,"2022-04-22 14:53:19"
73640,"Douglas Yanega",2022,,Sphecodes,,0,"Latreille, 1804",,,,,,,urn:uuid:cde196fd-ccaa-457e-adaf-f46b57f2a312,"2022-04-22 14:53:19"
73652,"Elaine Tan",2019-03-16,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:48d1ebd3-7358-40e5-89a7-0adaac917f54,"2022-04-22 14:53:19"
73652,"Douglas Yanega",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:b39eb28d-8dcf-4f4d-bca0-b0f388a9b137,"2022-04-22 14:53:19"
73653,"Douglas Yanega",2022,,"Megachile coquilletti",,0,"Cockerell, 1915",,,,,,,urn:uuid:e5ebad89-356b-43b8-88d5-0a6a10a81c39,"2022-04-22 14:53:19"
73654,"Elaine Tan",2019-03-16,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:210be2d0-7da1-475a-84ae-213366d55c73,"2022-04-22 14:53:19"
73654,"Douglas Yanega",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:f11ffc7b-6165-4acb-9dac-27843c3f8953,"2022-04-22 14:53:19"
73655,"Elaine Tan",2019-03-16,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:e2380f81-177a-4eae-b15b-224e5c6bc33a,"2022-04-22 14:53:19"
73655,"Douglas Yanega",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:8d6d67c8-7f90-4ed2-a2fd-7fa63ea23d1e,"2022-04-22 14:53:19"
73656,"Elaine Tan",2019-03-16,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:f4d67a2e-4763-4d09-b199-84a3af913241,"2022-04-22 14:53:19"
73656,"Douglas Yanega",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:4d92ce1a-8836-45f7-9b84-3cd677c96997,"2022-04-22 14:53:19"
73657,"Elaine Tan",2019-03-16,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:61596308-cb46-4e60-8eed-0342d57c4c3b,"2022-04-22 14:53:19"
73657,"Douglas Yanega",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:4a0a36ee-2b93-4830-82d1-ce7c455a59ca,"2022-04-22 14:53:19"
73658,"Elaine Tan",2019-03-16,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:42b24733-b954-4912-9a60-8453b162ff1a,"2022-04-22 14:53:19"
73658,"Douglas Yanega",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:2347cdba-0949-4b13-823c-53470e642939,"2022-04-22 14:53:19"
73660,"Elaine Tan",2019-03-16,,Apidae,,0,,,,,,,,urn:uuid:636dab08-d2b4-48bb-81b7-04955bfbcf61,"2022-04-22 14:53:19"
73660,"Douglas Yanega",2022,,"Diadasia rinconis",,0,"Cockerell, 1897",,,,,,,urn:uuid:91700bd8-5306-4c7f-8101-3908c2604c06,"2022-04-22 14:53:19"
73662,"Elaine Tan",2019-03-16,,Lasioglossum,,0,"Curtis, 1833",,,,,,,urn:uuid:6ddc756a-aa4b-42bb-a880-dd1460d9b0cf,"2022-04-22 14:53:19"
73662,"Douglas Yanega",2022,,"Lasioglossum channelense",,0,"McGinley, 1986",,,,,,,urn:uuid:384ab1d9-cc6d-4d7f-b5ba-c670709ddf97,"2022-04-22 14:53:19"
73695,"Elaine Tan",2019-03-16,,Apidae,,0,,,,,,,,urn:uuid:ad3e90d4-faa3-44cd-b047-3cb92e5f4a97,"2022-04-22 14:53:19"
73695,"Douglas Yanega",2022,,"Melissodes lupinus",,0,"Cresson, 1878",,,,,,,urn:uuid:bb8baddf-83e4-4954-8f9c-19ec42e1132f,"2022-04-22 14:53:19"
73696,"Katja Seltmann",2020-10-20,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:23298678-9624-4efc-8408-937c98146c48,"2022-04-22 14:53:19"
73696,"Douglas Yanega",2022,,"Melissodes lupinus",,0,"Cresson, 1878",,,,,,,urn:uuid:c1f22589-9fce-4812-8131-3f4fddcb52b3,"2022-04-22 14:53:19"
73697,"Katja Seltmann",2020-10-20,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:facf2cb2-4ae4-4e47-be4e-fa7e6af39782,"2022-04-22 14:53:19"
73697,"Douglas Yanega",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:39446b95-95b0-4543-8489-521b2d147358,"2022-04-22 14:53:19"
73698,"Elaine Tan",2019-03-16,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:4d00401b-d105-430f-8500-7538c9085a94,"2022-04-22 14:53:19"
73698,"Douglas Yanega",2022,,"Melissodes lupinus",,0,"Cresson, 1878",,,,,,,urn:uuid:9a313897-30d0-446a-91bc-9ad962ecec91,"2022-04-22 14:53:19"
73699,"Elaine Tan",2019-03-16,,Apidae,,0,,,,,,,,urn:uuid:d8bcf204-60d3-4ca2-b3ca-5e424e327f6a,"2022-04-22 14:53:19"
73699,"Douglas Yanega",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:a1c9687e-ad58-4872-b33f-b8c680220e3f,"2022-04-22 14:53:19"
73700,"Elaine Tan",2019-03-16,,Apidae,,0,,,,,,,,urn:uuid:4e3e7004-ea3e-45fa-9fa7-772ebc903e4f,"2022-04-22 14:53:19"
73700,"Douglas Yanega",2022,,"Melissodes lupinus",,0,"Cresson, 1878",,,,,,,urn:uuid:c80a263e-c32f-4a3c-bde3-c79fd71b4a2e,"2022-04-22 14:53:19"
73701,"Elaine Tan",2019-03-16,,Apidae,,0,,,,,,,,urn:uuid:c9c7f591-dfad-4080-be36-de222ebfe82a,"2022-04-22 14:53:19"
73701,"Douglas Yanega",2022,,"Melissodes lupinus",,0,"Cresson, 1878",,,,,,,urn:uuid:5eb9033f-7535-40d5-a747-fccd52d99c82,"2022-04-22 14:53:19"
73766,"Katja Seltmann",2020-12-03,,Megachilidae,,0,,,,,,,,urn:uuid:c58d29c5-454a-455b-be84-2d792b398aee,"2022-04-22 14:53:19"
73766,"Douglas Yanega",2022,,"Ashmeadiella opuntiae",,0,"(Cockerell, 1897)",,,,,,,urn:uuid:22ba148e-3fdb-416a-b897-9f6a4d901f86,"2022-04-22 14:53:19"
73777,"Katja Seltmann",2020-12-03,,Osmia,,0,"Panzer, 1806",,,,,,,urn:uuid:338897ba-9f82-475b-9ede-6a55c7fc5d7b,"2022-04-22 14:53:19"
73777,"Douglas Yanega",2022,,"Osmia calla",,0,"Cockerell, 1897",,,,,,,urn:uuid:d35b7d0b-0331-4d46-9511-d18c553590fc,"2022-04-22 14:53:19"
73817,"Katja Seltmann",2020-12-03,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:18173463-9377-4c3e-9799-8e11a6d80485,"2022-04-22 14:53:19"
73817,"Jamie Pawelek",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:e029b937-aed6-4ad0-adb4-92869a709bdc,"2022-04-22 14:53:19"
73819,"Katja Seltmann",2020-12-03,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:4d8dcf00-bb04-4dc1-be94-2dff264b1f1e,"2022-04-22 14:53:19"
73819,"Jamie Pawelek",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:a4290a64-127a-41a5-8fcd-59ec8d6bf14c,"2022-04-22 14:53:19"
73829,"Katja Seltmann",2020-12-03,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:2730db4d-c69b-47ff-9229-8590540202cd,"2022-04-22 14:53:19"
73829,"Jamie Pawelek",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:3e202c53-3fd1-49e0-baba-af7169b5d9f6,"2022-04-22 14:53:19"
73842,"Katja Seltmann",2020-12-03,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:d8559285-0dbc-4725-9217-3406bc2bc484,"2022-04-22 14:53:19"
73842,"Jamie Pawelek",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:33075fba-8c36-4675-bd9d-a6ff2a8640ca,"2022-04-22 14:53:19"
73863,"Katja Seltmann",2020-12-03,,Osmia,,0,"Panzer, 1806",,,,,,,urn:uuid:4c3b8e5a-f1f7-4f09-a759-56d8ecab7424,"2022-04-22 14:53:19"
73863,"Douglas Yanega",2022,,"Osmia calla",,0,"Cockerell, 1897",,,,,,,urn:uuid:72e3bd6b-8b2d-4c6b-a252-77b0a0ee7291,"2022-04-22 14:53:19"
73864,"Katja Seltmann",2020-12-03,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:2fb017e7-51d4-4e4b-a12d-e7756f98182c,"2022-04-22 14:53:19"
73864,"Jamie Pawelek",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:e5f1f532-b256-41e8-998a-1667499d54b2,"2022-04-22 14:53:19"
73884,"Katja Seltmann",2020-12-03,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:3d1e492e-d31a-413f-a39a-e8826c391338,"2022-04-22 14:53:19"
73884,"Jamie Pawelek",2022,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:1fcf4053-a1a5-4eb4-bd34-07e449f8120b,"2022-04-22 14:53:19"
73891,"Katja Seltmann",2020-12-03,,Osmia,,0,"Panzer, 1806",,,,,,,urn:uuid:1e057050-283e-4b43-8803-6216c975250a,"2022-04-22 14:53:19"
73891,"Douglas Yanega",2022,,"Osmia nemoris",,0,"Sandhouse, 1924",,,,,,,urn:uuid:06bca6bc-8709-46f3-a331-752f16f3aee1,"2022-04-22 14:53:19"
73894,"Katja Seltmann",2020-12-03,,Osmia,,0,"Panzer, 1806",,,,,,,urn:uuid:73b07ae1-0b5d-4f6d-867d-46e93f2c43fe,"2022-04-22 14:53:19"
73894,"Douglas Yanega",2022,,"Osmia nemoris",,0,"Sandhouse, 1924",,,,,,,urn:uuid:6bedbd13-c6ec-495b-9c37-667f7e5b3132,"2022-04-22 14:53:19"
73979,"Katja Seltmann",2020-12-15,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:34a16b3a-f5df-44b6-9f4b-ba41476b263c,"2022-04-22 14:53:19"
73979,"Jamie Pawelek",2022,,"Halictus ligatus",,0,"Say, 1837",,,,,,,urn:uuid:c3e6cdec-bd20-4d17-b9a2-40035e045abc,"2022-04-22 14:53:19"
74042,"Katja Seltmann",2020-12-15,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:9c494189-534d-413a-be84-81b76d508305,"2022-04-22 14:53:19"
74042,"Jamie Pawelek",2022,,"Halictus ligatus",,0,"Say, 1837",,,,,,,urn:uuid:dbe077c6-357d-458e-bc42-166480df3e8e,"2022-04-22 14:53:19"
74090,"Katja Seltmann",2021-01-21,,Colletes,,0,"Latreille, 1802",,,,,,,urn:uuid:eecfefbc-a0d9-4801-8112-f7f81122845a,"2022-04-22 14:53:19"
74090,"Jamie Pawelek",2022,,"Colletes slevini",,0,"Cockerell, 1925",,,,,,,urn:uuid:7248e229-7ef6-481a-b292-638361e1eb80,"2022-04-22 14:53:19"
74153,"Jamie Pawelek",2022,,"Lasioglossum pavoninum",,0,"(Ellis, 1913)",,,,,,,urn:uuid:9f0acff8-f0f3-447b-abdd-e011ded8ba1e,"2022-04-22 14:53:19"
74204,"Charlie Thrift",19-Nov-2020,,Anthophila,,0,,,,,,,,urn:uuid:6062c187-d393-406e-9283-643cd7067774,"2022-04-22 14:53:19"
74204,"Jamie Pawelek",2022,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,,,urn:uuid:7f9b44c6-5813-48c5-8487-8f4c29413dc5,"2022-04-22 14:53:19"
74222,"Charlie Thrift",19-Nov-2020,,Anthophila,,0,,,,,,,,urn:uuid:7022cb59-d75b-4874-9029-f3514766b8ee,"2022-04-22 14:53:19"
74222,"Jamie Pawelek",2022,,"Lasioglossum sisymbrii",,0,"(Cockerell, 1895)",,,,,,,urn:uuid:1fd9404e-7837-4bf8-bbbc-b9d6c5c9d2b5,"2022-04-22 14:53:19"
74351,"Douglas Yanega",2022,,"Lasioglossum channelense",,0,"McGinley, 1986",,,,,,,urn:uuid:85a3992f-af46-477b-b4f7-150b546f8b0e,"2022-04-22 14:53:19"
74351,"Charlie Thrift",24-Nov-2020,,"Lasioglossum (Lasioglossum)",,0,"(McGinley, 1986)",,,,,,,urn:uuid:4ae1c114-08e3-4409-a316-1a0f7ce635e8,"2022-04-22 14:53:19"
74353,"Douglas Yanega",2022,,Sphecodogastra,,0,,,,,,,,urn:uuid:fb6f88a4-fb56-46c7-aad2-f5a0184a53aa,"2022-04-22 14:53:19"
74353,"Charlie Thrift",24-Nov-2020,,Anthophila,,0,,,,,,,,urn:uuid:8299cce3-f9e7-42f6-9d62-4a7246a9c556,"2022-04-22 14:53:19"
74355,"Jamie Pawelek",2022,,"Hylaeus polifolii",,0,"(Cockerell, 1901)",,,,,,,urn:uuid:87cf2d19-28fd-4d0e-8dd9-8aa26b4db3df,"2022-04-22 14:53:19"
74355,"Charlie Thrift",24-Nov-2020,,Hylaeus,,0,"Fabricius, 1793",,,,,,,urn:uuid:eff1d1af-7860-47a8-aff7-cbd889131ebc,"2022-04-22 14:53:19"
74356,"Jamie Pawelek",2022,,"Hylaeus polifolii",,0,"(Cockerell, 1901)",,,,,,,urn:uuid:31b825cf-1f83-4ddd-a0a2-d9e64f16db68,"2022-04-22 14:53:19"
74356,"Charlie Thrift",24-Nov-2020,,Hylaeus,,0,"Fabricius, 1793",,,,,,,urn:uuid:faf3558a-8d26-4100-9171-9cf274cd899d,"2022-04-22 14:53:19"
74363,"Douglas Yanega",2022,,"Diadasia rinconis",,0,"Cockerell, 1897",,,,,,,urn:uuid:7e760dc0-a8e8-4b11-b3ef-db96d618c8ab,"2022-04-22 14:53:19"
74363,"Charlie Thrift",24-Nov-2020,,Apidae,,0,,,,,,,,urn:uuid:29ce67fe-efd7-4690-8a5a-81c433e33a1f,"2022-04-22 14:53:19"
74364,"Douglas Yanega",2022,,"Diadasia rinconis",,0,"Cockerell, 1897",,,,,,,urn:uuid:24e9805e-e10f-441c-8e38-93273e8e0a5e,"2022-04-22 14:53:19"
74364,"Charlie Thrift",24-Nov-2020,,Apidae,,0,,,,,,,,urn:uuid:c20a3b19-f10c-4be6-8b11-6c9a4272fe50,"2022-04-22 14:53:19"
74489,"Charlie Thrift",18-Dec-2020,,Anthophila,,0,,,,,,,,urn:uuid:5071408f-c3c5-4f05-ad42-cbd41e0e8c6b,"2022-04-22 14:53:19"
74489,"Jamie Pawelek",2022,,"Lasioglossum sisymbrii",,0,"(Cockerell, 1895)",,,,,,,urn:uuid:7aee6b08-3444-4da0-9dc5-15f3642247c4,"2022-04-22 14:53:19"
74567,"Jamie Pawelek",2022,,Lasioglossum,,0,(Evylaeus),,,,,,,urn:uuid:84bb24d2-a62a-499c-ab7f-a518753d22fd,"2022-04-22 14:53:19"
74567,"Charlie Thrift",21-Dec-2020,,Anthophila,,0,,,,,,,,urn:uuid:657dc3a0-6359-434a-903b-d76180082bd6,"2022-04-22 14:53:19"
74568,"Jamie Pawelek",2022,,Sphecodes,,0,"Latreille, 1804",,,,,,,urn:uuid:f345e084-c010-4fdd-bac4-57b683602c2c,"2022-04-22 14:53:19"
74568,"Charlie Thrift",21-Dec-2020,,Anthophila,,0,,,,,,,,urn:uuid:121872c7-c48a-42c7-93f6-84a7299a62eb,"2022-04-22 14:53:19"
74889,"Charlie Thrift",13-Jan-2021,,Anthophila,,0,,,,,,,,urn:uuid:31b95c01-ada7-4284-845d-2f40fbd05156,"2022-04-22 14:53:19"
74889,"Jamie Pawelek",2022,,Sphecodes,,0,"Latreille, 1804",,,,,,,urn:uuid:13c0493c-7402-4315-a441-fb5cde4644e2,"2022-04-22 14:53:19"
74949,"Charlie Thrift",14-Jan-2021,,Anthophila,,0,,,,,,,,urn:uuid:2d7d992d-ac38-4dcf-8fb9-784659dd1ce9,"2022-04-22 14:53:19"
74949,"Jamie Pawelek",2022,,Sphecodes,,0,"Latreille, 1804",,,,,,,urn:uuid:9b571ce7-f960-447a-b84f-a19cefa4c0d1,"2022-04-22 14:53:19"
74950,"Charlie Thrift",14-Jan-2021,,Anthophila,,0,,,,,,,,urn:uuid:79f0214c-912b-47ba-8445-4e764afccc40,"2022-04-22 14:53:19"
74950,"Jamie Pawelek",2022,,Sphecodes,,0,"Latreille, 1804",,,,,,,urn:uuid:641fd14c-a32f-403f-ac9a-1a6cbfc4276b,"2022-04-22 14:53:19"
74951,"Charlie Thrift",14-Jan-2021,,Anthophila,,0,,,,,,,,urn:uuid:48e5e2fe-21a5-46c3-86e7-2ab4ca461e60,"2022-04-22 14:53:19"
74951,"Jamie Pawelek",2022,,Sphecodes,,0,"Latreille, 1804",,,,,,,urn:uuid:f840ca91-1371-4620-b1ec-f91ece60a780,"2022-04-22 14:53:19"
74976,"Jamie Pawelek",2022,,"Andrena prunorum",,0,"Cockerell, 1896",,,,,,,urn:uuid:aa61f0e9-acf0-4d6c-89a5-68e9d491b9b3,"2022-04-22 14:53:19"
75066,"Jamie Pawelek",2022,,"Andrena candida",,0,"Smith, 1879",,,,,,,urn:uuid:b4c736ef-836b-44cc-8fb7-04d8ec014ca1,"2022-04-22 14:53:19"
75090,"Douglas Yanega",2022,,"Melissodes lupinus",,0,"Cresson, 1878",,,,,,,urn:uuid:c8077c3e-0c0a-42f3-bbe2-85961fb9d1be,"2022-04-22 14:53:19"
75090,"Charlie Thrift",21-Jan-2021,,Anthophila,,0,,,,,,,,urn:uuid:33604154-2771-4dfe-9463-35e80d3fb867,"2022-04-22 14:53:19"
75285,"Jamie Pawelek",2022,,"Halictus rubicundus",,0,"(Christ, 1791)",,,,,,,urn:uuid:2190dc97-29c8-40e4-b539-81ceadf888aa,"2022-04-22 14:53:19"
75285,"Charlie Thift",23-Oct-2021,,"Halictus farinosus",,0,"Smith, 1853",,,,,,,urn:uuid:5732eb00-eece-4089-bfee-cfef59fe00b9,"2022-04-22 14:53:19"
75288,"Katja Seltmann",2021,,Andrena,,0,"Fabricius, 1775",,,,,,,urn:uuid:a056a737-83ac-4707-8a08-68e2717ed874,"2022-04-22 14:53:19"
75288,"Jamie Pawelek",2022,,"Andrena candida",,0,"Smith, 1879",,,,,,,urn:uuid:25d91598-906a-4fae-b23d-efe52d061cd3,"2022-04-22 14:53:19"
75307,"Katja Seltmann",2021,,Andrena,,0,"Fabricius, 1775",,,,,,,urn:uuid:3ddf4c33-b883-42ba-bf42-8530060808fd,"2022-04-22 14:53:19"
75307,"Jamie Pawelek",2022,,"Andrena candida",,0,"Smith, 1879",,,,,,,urn:uuid:50f6ba09-cfe7-4b81-bc3f-7d9e8502b06b,"2022-04-22 14:53:19"
75382,"Katja Seltmann",2021,,Colletes,,0,"Latreille, 1802",,,,,,,urn:uuid:2efb748e-a7a5-4ee7-8649-61424e6208eb,"2022-04-22 14:53:19"
75382,"Jamie Pawelek",2022,,"Colletes slevini",,0,"Cockerell, 1925",,,,,,,urn:uuid:9d524814-93b5-41a1-802d-82bffb7dcc33,"2022-04-22 14:53:19"
75385,"Katja Seltmann",2021,,Colletes,,0,"Latreille, 1802",,,,,,,urn:uuid:51c30eed-75c8-407e-824c-eb66a465f057,"2022-04-22 14:53:19"
75385,"Jamie Pawelek",2022,,"Colletes slevini",,0,"Cockerell, 1925",,,,,,,urn:uuid:303c4632-ba92-4de5-a03b-df23eb1ab6c4,"2022-04-22 14:53:19"
75387,"Katja Seltmann",2021,,Colletes,,0,"Latreille, 1802",,,,,,,urn:uuid:891a0b04-8aeb-45c2-bec9-c2dfef957120,"2022-04-22 14:53:19"
75387,"Jamie Pawelek",2022,,"Colletes slevini",,0,"Cockerell, 1925",,,,,,,urn:uuid:5eb9fa6e-e1e4-4996-a93d-5b9cd040a8ca,"2022-04-22 14:53:19"
75388,"Katja Seltmann",2021,,"Andrena oenotherae",,0,"Timberlake, 1937",,,,,,,urn:uuid:8272ab12-f5e5-4258-988c-0ed1f679bffd,"2022-04-22 14:53:19"
75388,"Jamie Pawelek",2022,,Andrena,,0,"Fabricius, 1775",,,,,,,urn:uuid:7abb0cbc-29c8-4021-bd0a-3023b1a2bc3a,"2022-04-22 14:53:19"
75389,"Katja Seltmann",2021,,"Andrena oenotherae",,0,"Timberlake, 1937",,,,,,,urn:uuid:02e85a80-7f93-4475-a3cb-084a55284d6f,"2022-04-22 14:53:19"
75389,"Jamie Pawelek",2022,,Andrena,,0,"Fabricius, 1775",,,,,,,urn:uuid:8981396f-0f58-4b1d-8be5-3c27814fb31e,"2022-04-22 14:53:19"
75390,"Katja Seltmann",2021,,"Andrena oenotherae",,0,"Timberlake, 1937",,,,,,,urn:uuid:98c25807-6730-48f9-bfe7-22cdb3d65c18,"2022-04-22 14:53:19"
75390,"Jamie Pawelek",2022,,Andrena,,0,"Fabricius, 1775",,,,,,,urn:uuid:a5a7016c-d67c-4b9d-9df4-417b10d382ec,"2022-04-22 14:53:19"
75391,"Katja Seltmann",2021,,Andrena,,0,"Fabricius, 1775",,,,,,,urn:uuid:51ff1bc1-cdfe-4c29-9c89-3e18b1437b1d,"2022-04-22 14:53:19"
75391,"Jamie Pawelek",2022,,"Andrena candida",,0,"Smith, 1879",,,,,,,urn:uuid:f82a6a0e-1119-47d1-9914-cddd81ff1c9b,"2022-04-22 14:53:19"
75392,"Katja Seltmann",2021,,Andrena,,0,"Fabricius, 1775",,,,,,,urn:uuid:ade25e8f-f22f-477d-a0c5-f38595b382f9,"2022-04-22 14:53:19"
75392,"Jamie Pawelek",2022,,"Andrena candida",,0,"Smith, 1879",,,,,,,urn:uuid:4868cb70-5553-4010-b6b2-1a0ebe77cfaa,"2022-04-22 14:53:19"
75393,"Katja Seltmann",2021,,Andrena,,0,"Fabricius, 1775",,,,,,,urn:uuid:9cbcef43-b758-4e5c-ac54-4aca867d3f1d,"2022-04-22 14:53:19"
75393,"Jamie Pawelek",2022,,"Andrena candida",,0,"Smith, 1879",,,,,,,urn:uuid:ce01487f-1fb1-43ea-adc0-b801c6d72e1a,"2022-04-22 14:53:19"
75394,"Katja Seltmann",2021,,Andrena,,0,"Fabricius, 1775",,,,,,,urn:uuid:1eebbfe7-85cb-4f4a-84c1-ba465d490644,"2022-04-22 14:53:19"
75394,"Jamie Pawelek",2022,,"Andrena candida",,0,"Smith, 1879",,,,,,,urn:uuid:dda7e69b-fa0f-4665-a88f-fb4587caf50c,"2022-04-22 14:53:19"
